id,name,terminalName,Y,longitude,installed,locked,installDate,temporary,available_bikes,empty_docks,total_docks
500,"Sidney Street, Stepney",200148,51.519806,-0.055731,TRUE,FALSE,1.33E+12,0,12,30,43
504,"St John's Park, Cubitt Town",200243,51.496454,-0.009506,TRUE,FALSE,1.33E+12,0,18,11,30
520,"Bancroft Road, Bethnal Green",200234,51.526041,-0.047218,TRUE,FALSE,-1,0,13,8,21
518,"Antill Road, Mile End",200041,51.528224,-0.037471,TRUE,FALSE,-1,0,16,14,30
522,"Clinton Road, Mile End",200161,51.525941,-0.036017,TRUE,FALSE,-1,0,24,12,36
519,"Teviot Street, Poplar",200254,51.518811,-0.011662,TRUE,FALSE,-1,0,28,5,33
510,"Westferry DLR, Limehouse",200238,51.509303,-0.025996,TRUE,FALSE,-1,0,38,0,41
515,"Russell Gardens, Holland Park",200080,51.500088,-0.211316,TRUE,FALSE,-1,0,8,16,24
514,"Portman Square, Marylebone",200008,51.516204,-0.155525,TRUE,FALSE,1.33E+12,0,5,10,17
513,"Watney Market, Stepney",200162,51.5142228,-0.055656,TRUE,FALSE,-1,0,0,51,51
516,"Chrisp Street Market, Poplar",200089,51.5112,-0.014438,TRUE,FALSE,1.33E+12,0,17,0,18
507,"Clarkson Street, Bethnal Green",200131,51.528692,-0.059091,TRUE,FALSE,1.33E+12,0,6,24,31
505,"Ackroyd Drive, Bow",200038,51.520398,-0.026768,TRUE,FALSE,1.33E+12,0,10,19,29
506,"Bell Lane, Liverpool Street",200036,51.517475,-0.075855,TRUE,FALSE,1.33E+12,0,14,9,23
512,"Pritchard's Road, Bethnal Green",200083,51.532091,-0.06142,TRUE,FALSE,1.33E+12,0,2,28,30
508,"Fournier Street, Whitechapel",200157,51.519362,-0.074431,TRUE,FALSE,1.33E+12,0,18,0,18
517,"Ford Road, Old Ford",200027,51.532513,-0.033085,TRUE,FALSE,1.33E+12,0,14,4,18
509,"Fore Street, Guildhall",200253,51.517842,-0.090075,TRUE,FALSE,1.33E+12,0,13,5,19
511,"Sutton Street, Shadwell",200256,51.511066,-0.053558,TRUE,FALSE,1.33E+12,0,11,22,33
521,"Driffield Road, Old Ford",200030,51.534137,-0.037366,TRUE,FALSE,-1,0,3,16,19
523,"Langdon Park, Poplar",200160,51.51549,-0.013475,TRUE,FALSE,-1,0,17,7,24
532,"Jubilee Plaza, Canary Wharf",200163,51.50357,-0.020068,TRUE,FALSE,1.33E+12,1,44,18,63
539,"Hoxton Station, Haggerston",200151,51.531091,-0.075901,TRUE,FALSE,-1,0,10,10,22
530,"Newby Place, Poplar",200146,51.508896,-0.012413,TRUE,FALSE,-1,0,16,2,18
531,"Twig Folly Bridge, Mile End",200167,51.530326,-0.042744,TRUE,FALSE,1.33E+12,0,0,21,21
526,"Lancaster Drive, Blackwall",200143,51.503143,-0.008428,TRUE,FALSE,-1,0,12,14,26
525,"Churchill Place, Canary Wharf",200153,51.504714,-0.014293,TRUE,FALSE,-1,0,11,7,18
529,"Manresa Road, Chelsea",200010,51.486892,-0.170983,TRUE,FALSE,-1,0,12,6,18
524,"Lancaster Gate , Bayswater",200017,51.511654,-0.179668,TRUE,FALSE,1.33E+12,0,5,32,38
528,"Clarges Street, West End",200088,51.507326,-0.145827,TRUE,FALSE,1.33E+12,0,15,1,16
543,"Lansdowne Walk, Notting Hill",200065,51.509591,-0.204666,TRUE,FALSE,-1,0,1,20,21
550,"Harford Street, Mile End",200102,51.521564,-0.039264,TRUE,FALSE,-1,0,15,8,23
536,"Queensbridge Road, Haggerston",200024,51.53385,-0.06992,TRUE,FALSE,-1,1,5,30,35
538,"Naval Row, Blackwall",200050,51.508981,-0.00699,TRUE,FALSE,-1,0,15,5,21
527,"Hansard Mews, Shepherds Bush",200154,51.503802,-0.215808,TRUE,FALSE,1.33E+12,0,9,11,20
533,"Wellington Row, Bethnal Green",200165,51.528222,-0.069743,TRUE,FALSE,-1,0,0,33,33
534,"Goldsmiths Row, Haggerston",200159,51.531864,-0.066035,TRUE,FALSE,-1,0,1,26,27
535,"Gloucester Avenue, Camden Town",200145,51.537349,-0.147154,TRUE,FALSE,-1,0,3,20,24
537,"Old Montague Street, Whitechapel",200239,51.51793,-0.067937,TRUE,FALSE,1.33E+12,0,2,15,18
540,"Albany Street, Regent's Park",200134,51.528302,-0.144466,TRUE,FALSE,-1,0,8,18,27
541,"Green Park Station, West End",200096,51.506613,-0.142844,TRUE,FALSE,-1,0,23,3,28
542,"Salmon Lane, Limehouse",200147,51.514115,-0.033828,TRUE,FALSE,-1,0,8,25,33
544,"Percival Street, Finsbury",200051,51.526153,-0.102208,TRUE,FALSE,-1,0,6,14,22
545,"Arlington Road, Camden Town",200070,51.539957,-0.145246,TRUE,FALSE,-1,0,5,19,24
546,"New Fetter Lane, Holborn",200044,51.517428,-0.107987,TRUE,FALSE,-1,0,16,2,18
548,"Westminster Bridge Road, Elephant &amp; Castle",200076,51.498386,-0.107913,TRUE,FALSE,-1,0,22,4,26
547,"East India DLR, Blackwall",200127,51.509474,-0.002275,TRUE,FALSE,-1,0,24,26,51
549,"Gaywood  Street, Elephant &amp; Castle",200132,51.49605,-0.104193,TRUE,FALSE,-1,0,37,8,45
551,"Montgomery Square, Canary Wharf",200066,51.503447,-0.016233,TRUE,FALSE,1.33E+12,1,39,0,39
552,"Watney Street, Shadwell",200149,51.511542,-0.056667,TRUE,FALSE,-1,0,2,25,27
553,"Regent's Row , Haggerston ",200064,51.535678,-0.062546,TRUE,FALSE,-1,0,0,24,24
554,"Aberfeldy Street, Poplar",200078,51.513548,-0.005659,TRUE,FALSE,-1,0,6,10,16
556,"Heron Quays DLR, Canary Wharf",200138,51.502661,-0.021596,TRUE,FALSE,-1,0,21,6,27
555,"Westfield Eastern Access Road, Shepherd's Bush",200245,51.509424,-0.219712,TRUE,FALSE,1.33E+12,0,39,16,56
557,"King Edward Street, St Pauls",200203,51.51601,-0.0985,TRUE,FALSE,-1,0,17,2,20
559,"Abbotsbury Road, Holland Park",200111,51.501391,-0.205991,TRUE,FALSE,-1,0,2,21,24
558,"John Islip Street, Westminster",200048,51.4937,-0.12692,TRUE,FALSE,-1,0,18,1,21
560,"Ladbroke Grove Central, Notting Hill",200015,51.511624,-0.205921,TRUE,FALSE,-1,0,7,12,21
561,"Rectory Square, Stepney",200037,51.518369,-0.043371,TRUE,FALSE,1.33E+12,0,9,12,22
562,"Bury Place, Holborn",200074,51.51746,-0.12335,TRUE,FALSE,1.33E+12,0,17,2,21
564,"Somerset House, Strand",200068,51.509943,-0.117619,TRUE,FALSE,-1,1,33,7,41
563,"Preston's Road, Cubitt Town",200232,51.499286,-0.009152,TRUE,FALSE,-1,0,10,16,26
565,"Selby Street, Whitechapel",200135,51.521905,-0.063386,TRUE,FALSE,-1,0,9,8,17
566,"Westfield Ariel Way, White City",200141,51.509158,-0.224103,TRUE,FALSE,1.33E+12,0,27,15,42
568,"Bishop's Bridge Road West, Bayswater",200110,51.51616,-0.18697,TRUE,FALSE,-1,0,0,18,18
569,"Pitfield Street Central, Hoxton",200248,51.53213,-0.08299,TRUE,FALSE,-1,0,10,12,22
570,"Upper Bank Street, Canary Wharf",200099,51.503083,-0.017676,TRUE,FALSE,1.33E+12,1,27,8,36
571,"Westfield Southern Terrace ,Shepherd's Bush",200061,51.506256,-0.218337,TRUE,FALSE,1.33E+12,0,25,3,29
581,"New Cavendish Street, Marylebone",200005,51.519167,-0.147983,TRUE,FALSE,1.33E+12,0,14,3,18
572,"Greenland Road, Camden Town",200026,51.539099,-0.141728,TRUE,FALSE,-1,0,0,35,36
573,"Limerston Street, Chelsea",200001,51.485587,-0.18119,TRUE,FALSE,1.33E+12,0,4,14,18
574,"Eagle Wharf Road, Hoxton",200246,51.53356,-0.09315,TRUE,FALSE,1.33E+12,1,5,39,45
576,"Alpha Grove, Millwall",200109,51.497304,-0.022793,TRUE,FALSE,-1,0,11,11,23
578,"Hollybush Gardens, Bethnal Green",200244,51.527607,-0.057133,TRUE,FALSE,1.33E+12,0,17,15,32
577,"Globe Town Market, Bethnal Green",200247,51.528869,-0.047548,TRUE,FALSE,-1,0,3,17,20
583,"Abingdon Green, Great College Street",200231,51.497622,-0.125978,TRUE,FALSE,-1,0,14,4,20
584,"Ilchester Gardens, Bayswater",200086,51.51244,-0.19096,TRUE,FALSE,-1,1,0,21,21
586,"Mudchute DLR, Cubitt Town",200092,51.490645,-0.014582,TRUE,FALSE,1.33E+12,1,12,18,31
588,"Hoxton Street, Hoxton",200071,51.52959,-0.0801,TRUE,FALSE,1.33E+12,0,4,22,27
587,"Monument Street, Monument",200101,51.50964,-0.08497,TRUE,FALSE,1.33E+12,1,21,0,22
589,"Drayton Gardens, Chelsea",200060,51.487196,-0.179369,TRUE,FALSE,-1,0,0,16,18
590,"Greenberry Street, St.John's Wood",200236,51.53256,-0.16862,TRUE,FALSE,-1,0,0,26,26
591,"Westfield Library Corner, Shepherd's Bush",200227,51.506093,-0.2242237,TRUE,FALSE,1.33E+12,0,18,8,27
592,"Bishop's Bridge Road East, Bayswater",200108,51.5171,-0.18377,TRUE,FALSE,-1,0,0,20,20
593,"Northdown Street, King's Cross",200058,51.531066,-0.11934,TRUE,FALSE,-1,0,1,16,21
594,"Kingsway Southbound, Strand",200226,51.513875,-0.117774,TRUE,FALSE,1.33E+12,1,31,0,33
